variable,period,outcome,coarse_bin,bin_order,observed_accidents,expected_accidents,relative_accident_frequency,bootstrap_ci_95_low,bootstrap_ci_95_high,analysed_accidents,sparse_bin,bootstrap_stations,bootstrap_reps
temperature,All year,All injury accidents (meiðsli ≤ 3),-6--3,1,412,391.89813933064966,1.0512935853782917,0.9569957362317092,1.1450940521258293,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),-3-0,2,839,715.2689802141695,1.1729853009266282,1.089181989698643,1.2509025026749123,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),0-3,3,1131,1028.9728652030826,1.099154349203155,1.0230051935632811,1.175670839597652,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),3-6,4,710,1034.6424071185384,0.6862274299942316,0.6414294892934045,0.7335781485717547,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),6-9,5,858,1012.7194324883192,0.847223794147839,0.7984605387796846,0.8985409139881253,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),9-12,6,814,804.8941363229026,1.0113131196590608,0.9487596123412406,1.0792137094476073,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),12-15,7,495,350.8219941483373,1.4109719694219065,1.2881340448656942,1.5415905210403595,5707,False,252,5000
temperature,All year,All injury accidents (meiðsli ≤ 3),>=15,8,243,111.78279076787396,2.173858769590117,1.905613625500851,2.464996606411988,5707,False,252,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),<-6,0,42,50.90201612643866,0.8251146653145056,0.6132603528389738,1.054326997507096,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),-6--3,1,69,75.18473348417001,0.9177395037854036,0.7430753360106258,1.0954065026309678,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),-3-0,2,131,137.45611825514223,0.953031423140012,0.8232059522764791,1.07845751658805,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),0-3,3,231,206.49091526190912,1.1186932834648151,1.00238572624206,1.2309061775854568,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),3-6,4,154,227.26688213930015,0.677617427362812,0.5930822650143939,0.7734914749307008,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),6-9,5,221,252.98275363353005,0.8735773361062384,0.764878359612074,0.9847370963493844,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),9-12,6,229,215.12053974391503,1.0645194562667395,0.9511103182697722,1.183673811198814,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),12-15,7,147,94.37323964653048,1.557644948404654,1.3430203972335628,1.7843476079092842,1290,False,211,5000
temperature,All year,Serious/fatal subset (meiðsli ≤ 2),>=15,8,66,30.22280170906407,2.183781657152125,1.737882121687908,2.6465354486726804,1290,False,211,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),<-6,0,29,46.05636852265205,0.6296631916547402,0.3848418316921412,0.8481165697830272,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),-6--3,1,75,85.14021956334605,0.8808997719837741,0.6887649990778553,1.0840965663688713,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),-3-0,2,215,169.5219802262125,1.268272112637553,1.124438338529015,1.4105834573796958,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),0-3,3,335,262.34359907312927,1.2769513004455562,1.1456700874494057,1.4028826152298648,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),3-6,4,206,249.813271705027,0.8246159164963799,0.7150718121362747,0.9392204065280249,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),6-9,5,112,148.32880698280968,0.7550792208082686,0.6148358671743471,0.8994410243877307,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),9-12,6,41,47.96664316149366,0.8547606690333025,0.5854070770637526,1.1325342720949465,1016,False,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),12-15,7,3,5.259179065758577,0.5704312331809307,0.0,1.2880936969611638,1016,True,165,5000
temperature,Autumn,All injury accidents (meiðsli ≤ 3),>=15,8,0,1.5699316995712191,0.0,0.0,0.0,1016,True,165,5000
temperature,Autumn,Serious/fatal subset (meiðsli ≤ 2),<-6,0,4,8.634234066445496,0.4632721292030832,0.0980748227070891,0.9913640700331732,195,True,99,5000
temperature,Autumn,Serious/fatal subset (meiðsli ≤ 2),-6--3,1,18,16.002272237152415,1.124840256011235,0.6474616732940535,1.670571419398282,195,True,99,5000
temperature,Autumn,Serious/fatal subset (meiðsli ≤ 2),-3-0,2,32,32.059102296664584,0.998156458152893,0.7144136474715196,1.27723286872947,195,False,99,5000
